"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","css-1jxf684 9","css-1jxf684 href","css-1jxf684 10","css-1jxf684 12","css-1jxf684 13","css-1jxf684 15","css-146c3p1 2","css-1jxf684 href 2","css-1jxf684 16","r-4qtqp9 src 3","r-4qtqp9 href"
"https://x.com/iamHadaJZ","https://pbs.twimg.com/profile_images/2041722784024555522/bsnc49gB_normal.jpg","betmensikalong ","@iamHadaJZ","·","https://x.com/iamHadaJZ/status/2046542910641057884","Apr 21","sinyal","Telkomsel","","1","https://x.com/iamHadaJZ/status/2046542910641057884/analytics","41","","","kenapa malah jd kyk","we","","","","","","https://abs.twimg.com/emoji/v2/svg/1f611.svg",""
"https://x.com/coldcherrryy","https://pbs.twimg.com/profile_images/1620820007436582912/Y60-SvLn_normal.jpg","","@coldcherrryy","·","https://x.com/coldcherrryy/status/2050703070317949176","May 3","Telkomsel","sinyal","nya banyak tp masa buat wa jamkot njirrr
kuotanya juga masi banyak, jd nyesel beli kuota banyak banyak -_-","1","https://x.com/coldcherrryy/status/2050703070317949176/analytics","134","","","bener bener ye,","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051867799078007236","May 6","sinyal","Telkomsel",". Jangan khawatir atas kendala","","https://x.com/Telkomsel/status/2051867799078007236/analytics","89","","","Mohon maaf, Kak","dan harga paket yang Kakak alami. Mohon informasikan nomor",", waktu kejadian, serta lokasi melalui DM agar Arca dapat membantu lebih lanjut. Arca menunggu informasi dari Kakak. Terima kasih -Arca","@glimpsekey","Replying to","https://x.com/glimpsekey","@glimpsekey","","[object Object]"
"https://x.com/JoshuaK24401043","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Joshua K","@JoshuaK24401043","·","https://x.com/JoshuaK24401043/status/2051601861002895362","May 5","","sinyal","hilang dan tidak bs internet. No hp dan lokasi di dm thx","2","https://x.com/JoshuaK24401043/status/2051601861002895362/analytics","28","@Telkomsel","https://x.com/Telkomsel","","","","","","","","",""
"https://x.com/Irfanshiii_","https://pbs.twimg.com/profile_images/1652886039919489025/2lN_iiAo_normal.jpg","gaijinnn","@Irfanshiii_","·","https://x.com/Irfanshiii_/status/2051675897259024763","May 5","telkomsel","sinyal","udah mulai agak gimana gitu, main game ping merah terus.

harga elit,","1","https://x.com/Irfanshiii_/status/2051675897259024763/analytics","242","","","sekarang","sulit.","","","","","","",""
"https://x.com/Shasol1127","https://pbs.twimg.com/profile_images/2025544373421875200/8-rw9-bj_normal.jpg","Shasha","@Shasol1127","·","https://x.com/Shasol1127/status/2050758578781471038","May 3","Telkomsel","sinyal","lu hrs segacor mungkin paling gacor kenceng ngeeengg buat tiketing hari selasa tolong bgt inimah kerjasamanya ya pleaseeeee let me see my 5SOS!!!!!!!!!!!!!!!!!!!!!!!!!","1","https://x.com/Shasol1127/status/2050758578781471038/analytics","147","GIF","","tolong","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051705924562424009","May 5","sinyal","Telkomsel",". Perihal kendala","","https://x.com/Telkomsel/status/2051705924562424009/analytics","206","","","Mohon maaf atas ketidaknyamanan yang dialami nya, Kak","nya, Kakak bisa infokan nomor","dan lokasi detail nya via DM ya Kak, agar dapat segera kami bantu penanganan lebih lanjut","@tina_eguchi","Replying to","https://x.com/tina_eguchi","@tina_eguchi","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/bayufirdaus1997","https://pbs.twimg.com/profile_images/1499012233569116162/l7EFScgF_normal.jpg","BAYU FIRDAUS","@bayufirdaus1997","·","https://x.com/bayufirdaus1997/status/2051191619291172953","May 4","","sinyal","internetnya gk bisa bisa,tidak ada layanan,sudah brp jam ini","1","https://x.com/bayufirdaus1997/status/2051191619291172953/analytics","131","@Telkomsel","https://x.com/Telkomsel","halo kok","","","","","","","",""
"https://x.com/Seonhotha","https://pbs.twimg.com/profile_images/1608321067680174081/TdiJDXBr_normal.jpg","Helita Lee","@Seonhotha","·","https://x.com/Seonhotha/status/2051266009609457952","May 4","","sinyal","","1","https://x.com/Seonhotha/status/2051266009609457952/analytics","58","@Telkomsel","https://x.com/Telkomsel","","sekarang paling busuk. Bayar doang mahal. Pake udah tahunan. Saatnya ganti kayaknya.","","","","","","",""
"https://x.com/Deskuy200","https://pbs.twimg.com/profile_images/2040868553667297280/Gts9fcbg_normal.jpg","fiqq","@Deskuy200","·","https://x.com/Deskuy200/status/2050598750570356889","May 2","","sinyal","lu bapuk bgt","1","https://x.com/Deskuy200/status/2050598750570356889/analytics","104","@Telkomsel","https://x.com/Telkomsel","daily reminder,","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051333360178631127","May 4","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Cica","","https://x.com/Telkomsel/status/2051333360178631127/analytics","87","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/leclercce","@leclercce","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/JisakLesnu36966","https://pbs.twimg.com/profile_images/1738508635041648640/T05TJMeM_normal.png","Jisak Lesnussa","@JisakLesnu36966","·","https://x.com/JisakLesnu36966/status/2050398759486672968","May 2","Telkomsel","sinyal",".jadi saya tidak bisa. Dapat","","https://x.com/JisakLesnu36966/status/2050398759486672968/analytics","36","","","No hp .081283496074.no saya sudah di blokir oleh","telekomunikasi","","","Replying to","https://x.com/Telkomsel","@Telkomsel","",""
"https://x.com/Shasol1127","https://pbs.twimg.com/profile_images/2025544373421875200/8-rw9-bj_normal.jpg","Shasha","@Shasol1127","·","https://x.com/Shasol1127/status/2050758578781471038","May 3","Telkomsel","sinyal","lu hrs segacor mungkin paling gacor kenceng ngeeengg buat tiketing hari selasa tolong bgt inimah kerjasamanya ya pleaseeeee let me see my 5SOS!!!!!!!!!!!!!!!!!!!!!!!!!","1","https://x.com/Shasol1127/status/2050758578781471038/analytics","147","GIF","","tolong","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051684928694440057","May 5","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Amanda","","https://x.com/Telkomsel/status/2051684928694440057/analytics","110","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/amandaathea","@amandaathea","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051263932200079609","May 4","sinyal","Telkomsel","nya berkendala? Mohon maaf ya atas ketidaknyamanan nya","","https://x.com/Telkomsel/status/2051263932200079609/analytics","76","","","Dari kapan nih Kak","Agar dapat Muzam bantu cek dan tindak lanjuti, Kakak bisa infoin nomor","serta lokasi detail nya via DM ya","","Replying to","https://x.com/cloudjoonz","@cloudjoonz","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/colais_meeeehlo","https://pbs.twimg.com/profile_images/2052042836988813312/nzvT7PYz_normal.jpg","gogo girlllll","@colais_meeeehlo","·","https://x.com/colais_meeeehlo/status/2050115437061714108","May 1","telkomsel","sinyal","","1","https://x.com/colais_meeeehlo/status/2050115437061714108/analytics","219","","","Anjingggg","e tambah kyk gatellllll","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052045629627801632","May 6","sinyal","Telkomsel",", Kami mohon maaf Kak","","https://x.com/Telkomsel/status/2052045629627801632/analytics","111","","","Untuk kendala ga ada",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota) & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/gaiaarkiv","@gaiaarkiv","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052053272484253755","May 6","sinyal","Telkomsel",", Kami mohon maaf Kak Hiraya","1","https://x.com/Telkomsel/status/2052053272484253755/analytics","141","","","Untuk kendala ga ada",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/coquellicot","@coquellicot","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Shirohiko__","https://pbs.twimg.com/profile_images/1623688391622795264/mNUtmgsu_normal.jpg","Shirohiko","@Shirohiko__","·","https://x.com/Shirohiko__/status/2051574627646972414","May 5","","","","1","https://x.com/Shirohiko__/status/2051574627646972414/analytics","188","@Telkomsel","https://x.com/Telkomsel","mantap signal nya edan. Harga mahal jaringat lemot signal ilang ilangan parah","","","","","","","",""
"https://x.com/lowkiecloud","https://pbs.twimg.com/profile_images/1982302145392087040/BbzKS-Or_normal.jpg","Kkae.","@lowkiecloud","·","https://x.com/lowkiecloud/status/2050577942800167349","May 2","telkomsel","","","1","https://x.com/lowkiecloud/status/2050577942800167349/analytics","130","@Telkomsel","https://x.com/Telkomsel","Ada apa sama","? Akhir akhir ini jelek banget sinyalnya? Sering ilang nggak jelas. 

Kasian ortu yang pake, nyangka nya hp rusak","","","","","","https://abs.twimg.com/emoji/v2/svg/1f926-200d-2642-fe0f.svg",""
"https://x.com/pulupulu034","https://pbs.twimg.com/profile_images/1526453168778883072/SuX32JWS_normal.jpg","pulupulupulu","@pulupulu034","·","https://x.com/pulupulu034/status/2050937489087664625","May 3","","sinyal","internet kenapa jadi lemot? Udah set jam ini","1","https://x.com/pulupulu034/status/2050937489087664625/analytics","131","@Telkomsel","https://x.com/Telkomsel","ni","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052027449182146954","May 6","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Mira","1","https://x.com/Telkomsel/status/2052027449182146954/analytics","85","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota) & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/miranthera","@miranthera","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/VodafoneDestek","https://pbs.twimg.com/profile_images/2020054716911071232/FPi9dJAQ_normal.jpg","Vodafone Destek","@VodafoneDestek","·","https://x.com/VodafoneDestek/status/2052827107181445526","14m","Translated from Turkish","Show original","Send us a private message","","https://x.com/VodafoneDestek/status/2052827107181445526/analytics","3","","","To determine whether the issue is related to the SIM card or the device, could you please test your SIM card in a different device to check on the matter? If the issue persists, could you share your full address and GSM details via DM? ^Yasemin","","","","Replying to","https://x.com/byenginofficial","@byenginofficial","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050963181523415368","May 3","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Diky","","https://x.com/Telkomsel/status/2050963181523415368/analytics","105","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/ehmangelu","@ehmangelu","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/sudagez","https://pbs.twimg.com/profile_images/936344996571119618/OM0PAUZD_normal.jpg","Güven Sudagez","@sudagez","·","https://x.com/sudagez/status/2052823686986543271","28m","Translated from Turkish","Show original","This is the 4th outage in the last month, and not just one or two hours, but days long, and the customer service call center just listens without providing any information. Turksat is a regret, never get it.","1","https://x.com/sudagez/status/2052823686986543271/analytics","14","","","","","","@turksatkablo","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052454537701851428","May 8","@dulkucinglucu","Maaf atas kendalanya ya Kak","@dulkucinglucu",". Untuk kendala","https://x.com/Telkomsel/status/2052454537701851428/analytics","sinyal",", silakan infokan nomor HP, dan lokasi lengkap (minimal sampai kelurahan) via DM agar dibantu lebih lanjut yaa","https://x.com/dulkucinglucu","- Fadil","","","","Replying to","https://x.com/dulkucinglucu","","","[object Object]"
"https://x.com/CMGI64","https://pbs.twimg.com/profile_images/1454231099043897345/yHSHaKuA_normal.png","moises gonzalez isita","@CMGI64","·","https://x.com/CMGI64/status/2052824788280705190","24m","Translated from Spanish","Show original","","","https://x.com/CMGI64/status/2052824788280705190/analytics","8","","","these Telcel thieves, their shitty home Internet doesn't even have Internet, I'm paying 319 pesos a month for no service, damn mangy dogs, starving thieves, damn Daniel Hajj who's in charge of Telcel and is a total failure","","","@Telcel","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052289125869580462","May 7","","","alami","","https://x.com/Telkomsel/status/2052289125869580462/analytics","147","","","Mohon maaf atas ketidaknyamanan yang Kak","Terkait kendala sering menerima panggilan dari nomor yang tidak dikenal, Tiar sudah mengirimkan pesan melalui DM. Mohon berkenan untuk cek dan melanjutkan interaksinya di sana ya, Kak. -Tiar","","@selendiipity","Replying to","https://x.com/selendiipity","@selendiipity","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/ridvan2619","https://pbs.twimg.com/profile_images/2039105375857688577/8dtE_mPC_normal.jpg","Rıdvan Yalçın","@ridvan2619","·","https://x.com/ridvan2619/status/2052825961545056491","19m","","","","1","https://x.com/ridvan2619/status/2052825961545056491/analytics","15","","","Türknet fiber altyapısı geldiyse bence dene. 1000 mbps 700₺ sabit ? Tekrar oku belki eksik veya yanlış okumuş olabilirsin. Taahhüt yapmıyor ve ekonomiye göre artış yapıyorlar.

Ben, Türksat 100 mbps 495₺ (1 yıl) + 595₺ (1 yıl)

Türknet kullandım ve bu süreçte memnun kaldım.","","","","Replying to","https://x.com/adawong_99","@adawong_99","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050929158826631225","May 3","sinyal","Telkomsel","yang dirasakan.","","https://x.com/Telkomsel/status/2050929158826631225/analytics","235","","","Mohon maaf ya, Kak atas kendala","Kami akan bantu cek jaringan di area Kakak supaya sinyal-nya up lagi. Boleh yuk infokan nomor","Kakak, lokasi lengkap dan tipe HP yang dipakai ke DM, biar privasinya terjaga. Terima kasih. -Sira","","Replying to","https://x.com/staexsyk","@staexsyk","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052422073289752765","May 7","sinyal","Telkomsel","","","https://x.com/Telkomsel/status/2052422073289752765/analytics","183","-Feri","","Hai Kak","Mohon maaf ya jika dirasa paketnya kurang cocok","Agar kami bantu cek penawaran menarik lainnya serta kendala","@dlwlrma__Xborg","Replying to","https://x.com/dlwlrma__Xborg","@dlwlrma__Xborg","https://abs.twimg.com/emoji/v2/svg/1f642.svg","[object Object]"
"https://x.com/bakir_tahsin","https://pbs.twimg.com/profile_images/1317808511338819584/tt-jn7AI_normal.jpg","Tahsin BAKIR","@bakir_tahsin","·","https://x.com/bakir_tahsin/status/2052828162636083418","10m","Translated from Turkish","Show original","","1","https://x.com/bakir_tahsin/status/2052828162636083418/analytics","10","","","TURKISH TELEKOM CONTINUES FROM WHERE IT LEFT OFF  
In Tokat Günçalı village, due to a general maintenance outage, when I couldn't get home internet service for a week as of November 23, 2025, I went to Istanbul, and on May 8, 2026, my internet is gone again. In other words,","","","","","","","",""
"https://x.com/babunyapetoy","https://pbs.twimg.com/profile_images/1992561401605627905/CxiVqLEe_normal.jpg","☬","@babunyapetoy","·","https://x.com/babunyapetoy/status/2047947099086758149","Apr 25","sinyal","telkomsel","","1","https://x.com/babunyapetoy/status/2047947099086758149/analytics","107","@Telkomsel","https://x.com/Telkomsel","Sumpah gua benci banget","kaya tai
Lu kenape dah 2 bulanan ini","kek tai?","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051941379836936286","May 6","sinyal","","Saat ini kondisi","","https://x.com/Telkomsel/status/2051941379836936286/analytics","33","@Telkomsel","https://x.com/Telkomsel","Mohon maaf atas ketidaknyamanan yang dialami, Kak","di daerah Kakak apakah sudah stabiil dan nyaman digunakan? Jika belum Untuk pengecekan lebih lanjut, Kakak dapat mengirimkan DM ke akun","agar dapat kami bantu tindak lanjuti. Silakan","@ElladunA","Replying to","https://x.com/ElladunA","@ElladunA","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051245715264061866","May 4","sinyal","Telkomsel","hilang, Kami mohon maaf Kak Fakhriyah","1","https://x.com/Telkomsel/status/2051245715264061866/analytics","51","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/FakriyaA","@FakriyaA","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052454537701851428","May 8","sinyal","",". Untuk kendala","","https://x.com/Telkomsel/status/2052454537701851428/analytics","8","","","Maaf atas kendalanya ya Kak",", silakan infokan nomor HP, dan lokasi lengkap (minimal sampai kelurahan) via DM agar dibantu lebih lanjut yaa","- Fadil","@dulkucinglucu","Replying to","https://x.com/dulkucinglucu","@dulkucinglucu","https://abs.twimg.com/emoji/v2/svg/1f60a.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051280532261236864","May 4","sinyal","Telkomsel","hilang, Kami mohon maaf Kak","","https://x.com/Telkomsel/status/2051280532261236864/analytics","403","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota) & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/StarW81318","@StarW81318","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/CareIM3","https://pbs.twimg.com/profile_images/2038455698301112320/f7vnFxDb_normal.jpg","IM3 Care","@CareIM3","·","https://x.com/CareIM3/status/2052825652571643918","20m","","","","1","https://x.com/CareIM3/status/2052825652571643918/analytics","7","","","Hai Kak Hikam, maaf banget ya atas pengalamannya. Terkait untuk keluhan jaringan langkah awal silahkan dapat Off On HPnya kemudian dicoba kembali. Apabila masih sama informasikan detailnya melalui DM kami ya Kak. Terima kasih^Lany","","","","Replying to","https://x.com/hikamfajri1","@hikamfajri1","","[object Object]"
"https://x.com/miiacle","https://pbs.twimg.com/profile_images/1608716762396393474/BD6V8hdg_normal.jpg","ミーザ","@miiacle","·","https://x.com/miiacle/status/2050486754743120219","May 2","","sinyal","lancar, lah ini bapuk","1","https://x.com/miiacle/status/2050486754743120219/analytics","134","@Telkomsel","https://x.com/Telkomsel","kenapa paketnya jadi berkurang 10gb? Sebelumnya 60rb 30 gb, kok sekarang jadi 20 gb? Jangan kikir dong mana aktif sampai 28 hari, bukannya 30 hari. Mending","","","","","","","",""
"https://x.com/adhistyamanda","https://pbs.twimg.com/profile_images/1969782435178291200/3EfXNu-D_normal.jpg","Sleeping Beauty","@adhistyamanda","·","https://x.com/adhistyamanda/status/2047134366175019255","Apr 23","sinyal","telkomsel","","2","https://x.com/adhistyamanda/status/2047134366175019255/analytics","115","","","Kayanya udh 2 mingguan","buduk banget deh","Cape bgt mo order ojol aja susah, bayar pk qris lama bgt jadinya nungguin","","","","","https://abs.twimg.com/emoji/v2/svg/1f629.svg",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051156490090852483","May 4","sinyal","Telkomsel","terakhir di tanggal dan jam berapa? Agar dapat kami bantu cek dan penanganan lebih lanjut. Konfirmasikan nomor","","https://x.com/Telkomsel/status/2051156490090852483/analytics","58","","","Kak. Mohon maaf ya untuk kendala","via DM agar privasi data tetap terjaga.","-Yui","","Replying to","https://x.com/sredyano","@sredyano","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fc.svg","[object Object]"
"https://x.com/bakir_tahsin","https://pbs.twimg.com/profile_images/1317808511338819584/tt-jn7AI_normal.jpg","Tahsin BAKIR","@bakir_tahsin","·","https://x.com/bakir_tahsin/status/2052828162636083418","10m","Translated from Turkish","Show original","0:22","1","https://x.com/bakir_tahsin/status/2052828162636083418/analytics","10","","","TURKISH TELEKOM CONTINUES FROM WHERE IT LEFT OFF  
In Tokat Günçalı village, due to a general maintenance outage, when I couldn't get home internet service for a week as of November 23, 2025, I went to Istanbul, and on May 8, 2026, my internet is gone again. In other words,","","","","","","","",""
"https://x.com/vevecasha","https://pbs.twimg.com/profile_images/1971420999536304129/a5WHOuD-_normal.jpg","ve","@vevecasha","·","https://x.com/vevecasha/status/2050903818070790239","May 3","sinyal","telkomsel","","","https://x.com/vevecasha/status/2050903818070790239/analytics","84","","","baru ganti kartu ke by u harganya rada mirip 3 sih agak pricey dkit tp dgn","terbantu","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051324676945887447","May 4","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Diky","","https://x.com/Telkomsel/status/2051324676945887447/analytics","52","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/ehmangelu","@ehmangelu","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051871426869886977","May 6","sinyal","Telkomsel","dan panggilannya kami bantu cek dan perbaiki. Silakan infokan nomor hp, lokasi (kec,kel,kota) dan Nomor","","https://x.com/Telkomsel/status/2051871426869886977/analytics","127","","","Mohon maaf ya Kak. Keluhan","lain berkendala samanya di DM. Terimakasih","-Wendy","@_mihaeru","Replying to","https://x.com/_mihaeru","@_mihaeru","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051654166737788991","May 5","sinyal","Telkomsel","yang Kakak alami, boleh infokan nomor","","https://x.com/Telkomsel/status/2051654166737788991/analytics","36","","","Mohon maaf ya Kak Axel terkait kendala","dan lokasi berkendalanya ke DM agar kami bantu pengecekan ya","-Kiano","","Replying to","https://x.com/xarendul","@xarendul","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/bakir_tahsin","https://pbs.twimg.com/profile_images/1317808511338819584/tt-jn7AI_normal.jpg","Tahsin BAKIR","@bakir_tahsin","·","https://x.com/bakir_tahsin/status/2052828162636083418","10m","Translated from Turkish","Show original","","1","https://x.com/bakir_tahsin/status/2052828162636083418/analytics","10","","","TURKISH TELEKOM CONTINUES FROM WHERE IT LEFT OFF  
In Tokat Günçalı village, due to a general maintenance outage, when I couldn't get home internet service for a week as of November 23, 2025, I went to Istanbul, and on May 8, 2026, my internet is gone again. In other words,","","0:03 / 0:24","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052783373903663371","3h","","",". Kami memahami ketidaknyamanan yg dialami","","https://x.com/Telkomsel/status/2052783373903663371/analytics","13","","","Mohon maaf Kak","Untuk kendala sinyalnya, silakan infoin nomor hp yg berkendala, tgl kejadian dan lokasi (Kecamatan dan Kota) di DM agar privasi terjaga. Terima kasih","-Bian","@ArielKatun","Replying to","https://x.com/ArielKatun","@ArielKatun","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052705026821509170","8h","Telkomsel","",". Supaya bisa kami bantu, mohon kirimkan nomor HP, serta lokasi kecamatan dan kota/kab. melalui DM. Jika ada nomor","","https://x.com/Telkomsel/status/2052705026821509170/analytics","106","","","Mohon maaf kendala sinyalnya Kak","lain yang mengalami hal yang sama, boleh disertakan juga ya, Kak","-Neva","@babysniperwifey","Replying to","https://x.com/babysniperwifey","@babysniperwifey","https://abs.twimg.com/emoji/v2/svg/1f60a.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2052697903937003896","8h","","","Untuk kendala sinyalnya, silakan infoin nomor hp yg berkendala, nomor lain yg berkendala sama, dan lokasi (Kecamatan dan Kota) di DM agar privasi terjaga. Terima kasih","","https://x.com/Telkomsel/status/2052697903937003896/analytics","7","","","Mohon maaf Kak","-Bian","","@tiiyak","Replying to","https://x.com/tiiyak","@tiiyak","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","[object Object]"
