"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","css-1jxf684 9","css-1jxf684 href","css-1jxf684 10","css-1jxf684 12","css-1jxf684 13","css-1jxf684 15","css-146c3p1 2","css-1jxf684 href 2","css-1jxf684 16","r-4qtqp9 src 3","r-4qtqp9 href"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2048836006422761936","Apr 28","sinyal","sinyal","dilokasi Kakak kurang bersahabat","","https://x.com/Telkomsel/status/2048836006422761936/analytics","183","","","Mohon maaf Kak Ailen jika","Kakak jangan khawatir ya, Muzam bantu agar","nya optimal lagi. Berkenan infokan nomor","","Replying to","https://x.com/whosailen97","@whosailen97","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/chipoetoe","https://pbs.twimg.com/profile_images/1179735491035271171/QJ4Idtag_normal.jpg","kapunduang","@chipoetoe","·","https://x.com/chipoetoe/status/2050179483161047372","May 1","","sinyal","kalian anjing","1","https://x.com/chipoetoe/status/2050179483161047372/analytics","44","","","montol yg benar","","","","","https://x.com/hashtag/telkomsel?src=hashtag_click","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050571436046389747","May 2","sinyal","Telkomsel","yang dirasakan, terutama saat kondisi hujan.","","https://x.com/Telkomsel/status/2050571436046389747/analytics","278","","","Mohon maaf ya, Kak atas kendala","Untuk membantu pengecekan lebih lanjut, boleh diinformasikan lokasi lengkap dan nomor","Kakak via DM? Nanti akan kami bantu cek kondisi jaringan di areanya. -Sira","","Replying to","https://x.com/florynholic","@florynholic","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/TTDestek","https://pbs.twimg.com/profile_images/2020728471690027008/O7ZQYql7_normal.jpg","Türk Telekom Destek","@TTDestek","·","https://x.com/TTDestek/status/2052829663064432815","6m","Translated from Turkish","Show original","","2","https://x.com/TTDestek/status/2052829663064432815/analytics","10","","","Hello Mr. Can, we have informed our team for a detailed review of the situation you shared. You will be contacted. ^Eymen","","","","Replying to","https://x.com/canyuceldev","@canyuceldev","","[object Object]"
"https://x.com/AliReadone","https://pbs.twimg.com/profile_images/1018079929685049344/8-2eWUtv_normal.jpg","Readone Ali","@AliReadone","·","https://x.com/AliReadone/status/2050561321180201468","May 2","sinyal","","sering lemot pa lgi klo hujan","1","https://x.com/AliReadone/status/2050561321180201468/analytics","96","","","Kecamatan rakumpit,palangkaraya kalteng","","","","Replying to","https://x.com/Telkomsel","@Telkomsel","",""
"https://x.com/omercagirici","https://pbs.twimg.com/profile_images/1729856550624235521/KXPKLevY_normal.jpg","Ömer Çağırıcı","@omercagirici","·","https://x.com/omercagirici/status/2052821436335604037","38m","Translated from Turkish","Show original","","3","https://x.com/omercagirici/status/2052821436335604037/analytics","219","","","We attended the wedding ceremony of Berat and Zeynep Melike, the precious daughter of our esteemed fellow townsman and elder brother, Türk Telekom CEO Mr. Ebubekir Şahin, and shared in their joy.
May the Lord make them happy and fortunate..","","","@ebekirsahin","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050132897487901135","May 1","sinyal","Telkomsel","Mohon maaf atas ketidaknyamanannya terkait kendala","1","https://x.com/Telkomsel/status/2050132897487901135/analytics","187","","","Selamat sore Kak","yang dialami. Silakan informasikan nomor","dan lokasi detail Kakak via DM agar dapat kami bantu pengecekan lebih lanjut ya","","Replying to","https://x.com/colais_meeeehlo","@colais_meeeehlo","https://abs.twimg.com/emoji/v2/svg/1f642.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050621755648332096","May 3","Telkomsel","","Boleh infokan nomor","","https://x.com/Telkomsel/status/2050621755648332096/analytics","167","","","Mohon maaf ya, Kak atas kendala yang dialami.","Kakak, lokasi lengkap dan tipe HP yang dipakai ke DM. Nanti kami bantu cek jaringan di area Kakak supaya sinyal-nya up lagi. Terima kasih. -Sira","","","Replying to","https://x.com/kaleaamna","@kaleaamna","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050967846797357537","May 3","sinyal","","Coba sini kita bantu cek","","https://x.com/Telkomsel/status/2050967846797357537/analytics","63","","","Mohon maaf ya, Kak.","di areanya dan penawaran paket yang pas buat Kakak. Boleh yuk kirimkan nomor Telkomsel-nya ke DM biar privasi Kakak terjaga. Terima kasih. -Sira","","","Replying to","https://x.com/sparksflyxxxxx","@sparksflyxxxxx","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050142770250367115","May 1","sinyal","Telkomsel","Mohon maaf atas ketidaknyamanannya terkait","","https://x.com/Telkomsel/status/2050142770250367115/analytics","119","","","Hai Kak","yang dialami. Boleh dibantu informasikan nomor","dan lokasi lengkap Kakak via DM agar segera kami bantu cek ya","","Replying to","https://x.com/tukangREI","@tukangREI","https://abs.twimg.com/emoji/v2/svg/1f642.svg","[object Object]"
"https://x.com/059ne_","https://pbs.twimg.com/profile_images/2052022233137381376/NUeATjH2_normal.jpg","𝚈𝚞𝚞𝚝𝚊♡(𝚚𝚊𝚝𝚊𝚚)","@059ne_","·","https://x.com/059ne_/status/2050388054997938315","May 2","telkomsel","sinyal","sama indihome busuk banget","1","https://x.com/059ne_/status/2050388054997938315/analytics","143","","","Mulai deh","internetnya.","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2048645370440454259","Apr 27","sinyal","Telkomsel","Terkait kendala","1","https://x.com/Telkomsel/status/2048645370440454259/analytics","126","","","Selamat siang Kak Kandie, mohon maaf atas ketidaknyamanan yang terjadi","dan paket",", silakan DM nomor","","Replying to","https://x.com/Kandie_ee","@Kandie_ee","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/yesspaapa","https://pbs.twimg.com/profile_images/1981709562345320449/s-02xQ_4_normal.jpg","lalalalostyou","@yesspaapa","·","https://x.com/yesspaapa/status/2051261095055446192","May 4","sinyal","telkomsel","aman all operator (selama ini pakai","2","https://x.com/yesspaapa/status/2051261095055446192/analytics","1.6K","","","5.5 FlashSale
WTS Iphone 11 pro 64gb inter
3.000 boleh nego
-",")
- bh 59% ori (sehari nge-charge 2-3x)
- face id, kamera depan, kameran belakang aman
- selama pemakaian gk pernah buat games
- pernah ganti lcd tp selama ini aman","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050907469795541070","May 3","sinyal","Telkomsel","yang dirasakan.","","https://x.com/Telkomsel/status/2050907469795541070/analytics","206","","","Mohon maaf ya, Kak atas kendala","Kami akan bantu cek jaringan di area Kakak supaya sinyal-nya up lagi. Boleh yuk infokan nomor","Kakak, lokasi lengkap dan tipe HP yang dipakai ke DM, biar privasinya aman. Terima kasih. -Sira","","Replying to","https://x.com/membebani_","@membebani_","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050187088847622319","May 1","sinyal","Telkomsel","Terkait kendala","","https://x.com/Telkomsel/status/2050187088847622319/analytics","39","","","Halo Kak, mohon maaf atas ketidaknyamanannya","yang dialami, silakan kirim nomor","dan lokasi detail Kakak via DM agar segera kami bantu pengecekan ya","","Replying to","https://x.com/chipoetoe","@chipoetoe","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2049055443562140075","Apr 28","sinyal","Telkomsel","","","https://x.com/Telkomsel/status/2049055443562140075/analytics","100","-Feri","","Hai, Kak","Mohon maaf atas kendala yang dialami","Terkait kendala kendala","@stargzingx","Replying to","https://x.com/stargzingx","@stargzingx","https://abs.twimg.com/emoji/v2/svg/1f642.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050091116029210655","May 1","sinyal","Telkomsel",", maaf atas kendala","","https://x.com/Telkomsel/status/2050091116029210655/analytics","73","","","Siang Kak","yang dirasakan. Saat ini lokasi Kakak-nya dimana? Infokan nomor HP, lokasi detail (min. s.d Kelurahan) & nomor","lain yg kendala sama (jika ada) ke DM ya, agar kami bisa bantu cek dan perbaiki","@fionaapel","Replying to","https://x.com/fionaapel","@fionaapel","https://abs.twimg.com/emoji/v2/svg/1f60a.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051570234264567901","May 5","Telkomsel","","lain berkendala samanya. Terimakasih","","https://x.com/Telkomsel/status/2051570234264567901/analytics","35","","","Kak, kendala dengan sinyalnya mohon maaf. Kami bantu cek dan perbaikan ya. Silakan ke DM dan infokan nomor hp, tanggal jam kejadian, lokasi (kec,kel,kota) dan Nomor","-Wendy","","@calrubyjane","Replying to","https://x.com/calrubyjane","@calrubyjane","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/ydlenm","https://pbs.twimg.com/profile_images/1882433708801835008/V4tapA5R_normal.jpg","El Dea","@ydlenm","·","https://x.com/ydlenm/status/2051256510844674558","May 4","sinyal","","lu kalo di LRT jelek bgt sih","1","https://x.com/ydlenm/status/2051256510844674558/analytics","81","@Telkomsel","https://x.com/Telkomsel","Kenapa","","","","","","","",""
"https://x.com/NanaUserMM","https://pbs.twimg.com/profile_images/1693931799947423744/PrRHjjkD_normal.jpg","ᴇᴜɴᴀᴜʏ","@NanaUserMM","·","https://x.com/NanaUserMM/status/2051054030579962366","May 4","sinyal","sinyal","kalo ke jalan raya... Saran alat penguat","1","https://x.com/NanaUserMM/status/2051054030579962366/analytics","645","@Telkomsel","https://x.com/Telkomsel","Min.. klo di dalem rumah cuma 1 batang begini, klo buat ngegame ngelag... full","dong min","","","","","","",""
"https://x.com/7euphoriani_","https://pbs.twimg.com/profile_images/1547562521392844801/nZ1HTOzk_normal.jpg","ani","@7euphoriani_","·","https://x.com/7euphoriani_/status/2047690969617989806","Apr 24","Sinyal","telkomsel","emang anjing","1","https://x.com/7euphoriani_/status/2047690969617989806/analytics","409","","","","","","ᵇᵗˢ⁷₁₃","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051300961831014753","May 4","sinyal","Telkomsel","nya kurang optimal","","https://x.com/Telkomsel/status/2051300961831014753/analytics","139","","","Mohon maaf ya Kak","Kakka jangan khawatir ya, Kakak bisa infoin nomor","dan lokasi detail nya via DM agar dapat dibantu penanganan lebih lanjut. -Muzam","","Replying to","https://x.com/Meeovvpaw","@Meeovvpaw","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050945704361972166","May 3","sinyal","Telkomsel","atas kendala","1","https://x.com/Telkomsel/status/2050945704361972166/analytics","858","","","Mohon maaf ya, Kak","yang dirasakan.","Kami akan bantu cek jaringan di area Kakak supaya sinyal-nya up lagi. Boleh yuk infokan nomor","@etherealmon_","Replying to","https://x.com/etherealmon_","@etherealmon_","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/TurksatAsistan","https://pbs.twimg.com/profile_images/799613868439904256/hS0dI9YS_normal.jpg","TürksatKabloAsistan","@TurksatAsistan","·","https://x.com/TurksatAsistan/status/2052820011941519593","44m","Translated from Turkish","Show original","","","https://x.com/TurksatAsistan/status/2052820011941519593/analytics","3","","","Dear Valued Customer, the issue status and urgency request have been forwarded to the relevant department, and prompt action has been requested. You will be informed of any developments. Thank you for your interest in our services.","","","","Replying to","https://x.com/ole5ss","@ole5ss","",""
"https://x.com/HalilDost6","https://pbs.twimg.com/profile_images/1652408551325806596/_DNagaf0_normal.jpg","Dost Halil","@HalilDost6","·","https://x.com/HalilDost6/status/2052821308539314678","39m","Translated from Turkish","Show original","","1","https://x.com/HalilDost6/status/2052821308539314678/analytics","8","","","SERHAT TELLI  
A Cadet Lieutenant  

""We will be taken to the safe zone,""  
he was told, and boarded the helicopter. He was transported to the General Staff with an empty weapon that didn't even have a magazine. Despite spending the night waiting without getting involved in any","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050368611748114589","May 2","","","-Yui","","https://x.com/Telkomsel/status/2050368611748114589/analytics","29","","","Mohon maaf untuk kendala sinyalnya, Kak. Kami bantu cek dan perbaikannya ya, silakan konfirmasi nomor HP, tanggal waktu mulai kendala dan lokasi (kec,kel,kota) via DM agar privasi data tetap terjaga. Terima Kasih","","","","Replying to","https://x.com/axmannsyah_rudy","@axmannsyah_rudy","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fc.svg","[object Object]"
"https://x.com/twinkleliltstar","https://pbs.twimg.com/profile_images/2000230406516613120/KKD7Fsxx_normal.jpg","periwinkle |","@twinkleliltstar","·","https://x.com/twinkleliltstar/status/2043940197986079184","Apr 14","sinyal","Telkomsel","","1","https://x.com/twinkleliltstar/status/2043940197986079184/analytics","101","","","Bener bener","najis bgt udah harga paket selangit aplikasi nya kek tai","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050055481532752035","May 1","sinyal","Telkomsel","dan rekomendasiin penawaran paket yang terjangkau. Silakan infoin ke DM Nomor","","https://x.com/Telkomsel/status/2050055481532752035/analytics","107","","","Mohon maaf Kak Izur. Jangan khawatir, Qiya pasti bantu kendala",", Tanggal Jam kejadian, Lokasi lengkap, dan nomor lain dengan kendala sama jika ada","-Qiya","","Replying to","https://x.com/izur_huch","@izur_huch","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051280375864049848","May 4","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Chuy","","https://x.com/Telkomsel/status/2051280375864049848/analytics","196","","","Untuk kendala",". Tolong infokan No. HP, tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/shuvfle","@shuvfle","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050216002013831616","May 1","sinyal","Telkomsel","Mohon maaf atas kendala","","https://x.com/Telkomsel/status/2050216002013831616/analytics","122","","","Hai Kak","yang sedang dialami ya","Agar dapat kami bantu cek lebih lanjut, silakan kirim nomor","","Replying to","https://x.com/kimjiii1401","@kimjiii1401","https://abs.twimg.com/emoji/v2/svg/1f642.svg","[object Object]"
"https://x.com/octa_devie","https://pbs.twimg.com/profile_images/2030798872717737984/BY__NrSI_normal.jpg","AnakIbuNur","@octa_devie","·","https://x.com/octa_devie/status/2046238397761823077","Apr 20","sinyal","telkomsel","","1","https://x.com/octa_devie/status/2046238397761823077/analytics","163","","","kalo mati lampu,","ikut mati y ??
perasaan tiap mati lampu,","","telkomsel","","","","",""
"https://x.com/chaerriesun","https://pbs.twimg.com/profile_images/1977206293577494528/gkF6WhI5_normal.jpg","van","@chaerriesun","·","https://x.com/chaerriesun/status/2044322389140615205","Apr 15","sinyal","telkomsel","","1","https://x.com/chaerriesun/status/2044322389140615205/analytics","380","","","kenapa","cuman 1 anehhh","","","","","","",""
"https://x.com/arfebibots","https://pbs.twimg.com/profile_images/2051111825811632128/94Odb0kF_normal.jpg","Feb... Tagusari Bros on Netflix!","@arfebibots","·","https://x.com/arfebibots/status/2047283938746589311","Apr 23","sinyal","","","1","https://x.com/arfebibots/status/2047283938746589311/analytics","335","@Telkomsel","https://x.com/Telkomsel","Hari ini","bapuk banget asliiiik!","juga gangguan terus. Kalian pada kenapa, sih? Capek jadi provider?","@HiFicare","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2048985571792679155","Apr 28","sinyal","Telkomsel","","1","https://x.com/Telkomsel/status/2048985571792679155/analytics","85","-Tiar","","Mohon maaf atas ketidaknyamanan yang dialaminya, Kak","Terkait kendala","","@ihanblubub","Replying to","https://x.com/ihanblubub","@ihanblubub","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051222394136940754","May 4","sinyal","Telkomsel","maaf atas kendala","","https://x.com/Telkomsel/status/2051222394136940754/analytics","51","","","Halo Kak","nya. Infokan nomor HP, lokasi detail (min. s.d Kelurahan) & nomor","lain yg kendala sama (jika ada) ke DM ya, agar kami bisa bantu cek dan perbaiki","@malikswijaya","Replying to","https://x.com/malikswijaya","@malikswijaya","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2049388725571047494","Apr 29","sinyal","Telkomsel","","","https://x.com/Telkomsel/status/2049388725571047494/analytics","89","","","Mohon maaf atas kendala yang terjadi, Kak",". Untuk membantu perbaikan kendala","tidak stabil, mohon informasikan nomor","@KrikilGraveland","Replying to","https://x.com/KrikilGraveland","@KrikilGraveland","https://abs.twimg.com/emoji/v2/svg/1f61f.svg","[object Object]"
"https://x.com/shortness_me","https://pbs.twimg.com/profile_images/1989348315733860352/NOCYvN1z_normal.jpg","MANTOMBAZANE","@shortness_me","·","https://x.com/shortness_me/status/2052825099858747652","24m","","","","","https://x.com/shortness_me/status/2052825099858747652/analytics","2","","","I used to love you guys until I bought data until it expired due to network","","","","Replying to","https://x.com/TelkomZA","@TelkomZA","https://abs.twimg.com/emoji/v2/svg/1f62d.svg",""
"https://x.com/TurkcellHizmet","https://pbs.twimg.com/profile_images/1887933673950838784/gX_p1g3n_normal.jpg","TURKCELL Müşteri Hiz","@TurkcellHizmet","·","https://x.com/TurkcellHizmet/status/2052830142834045286","4m","@TurkTelekom","Send us a private message","","","https://x.com/TurkcellHizmet/status/2052830142834045286/analytics","2","","https://x.com/TurkTelekom","Merhaba. Detayları kontrol edebilmemiz için açık adresle birlikte GSM numaranızı DM’den iletir misiniz?","","","@gurcan_tozduman","Replying to","https://x.com/gurcan_tozduman","@gurcan_tozduman","",""
"https://x.com/atakanclkresmi","https://pbs.twimg.com/profile_images/1271029080859779072/lRf_lNkK_normal.jpg","Atakan Çelik MSc","@atakanclkresmi","·","https://x.com/atakanclkresmi/status/2052823289488097329","31m","Translated from Turkish","Show original","","7","https://x.com/atakanclkresmi/status/2052823289488097329/analytics","224","","","We attended the wedding ceremony of Zeynep Melike and Berat, the precious children of our esteemed older brother, Türk Telekom CEO Mr. Ebubekir Şahin, and shared in their joy.
I wish our young couple a lifetime of peace, happiness, and affection.
May the Lord make them blessed","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051315689525559393","May 4","sinyal","sinyal",", mohon maaf ya jika","","https://x.com/Telkomsel/status/2051315689525559393/analytics","320","","","Kak","nya kurang maksimal","Kakak jangan khawatir ya, Muzam bantu agar","@frakturisasi","Replying to","https://x.com/frakturisasi","@frakturisasi","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/medyais","https://pbs.twimg.com/profile_images/1626488847927312384/iMQ-e5kg_normal.jpg","Medya İşçileri Sendikası","@medyais","·","https://x.com/medyais/status/2052822403307151511","35m","Translated from Turkish","Show original","","7","https://x.com/medyais/status/2052822403307151511/analytics","300","","","Our General President Sezai Ballı attended the wedding ceremony of Zeynep Melike Şahin, daughter of Türk Telekom General Manager Mr. Ebubekir Şahin, and Berat Kuçat, our siblings.

We extend our congratulations to the Şahin and Kuçat families, and wish the young couple a lifetime","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050869382105198755","May 3","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Setsuna","","https://x.com/Telkomsel/status/2050869382105198755/analytics","71","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/Gorororo13","@Gorororo13","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/TovickVieira","https://pbs.twimg.com/profile_images/1965182912858611712/MBTL0epA_normal.jpg","Dewan Perwakilan Rakyat Digital(DPRD)","@TovickVieira","·","https://x.com/TovickVieira/status/2050224800086577389","May 1","","sinyal","sak iprit kuota nggk habis hangus. Apakah kekuatan","1","https://x.com/TovickVieira/status/2050224800086577389/analytics","62","@Telkomsel","https://x.com/Telkomsel","","bisa menyebabkan sisa kuota besar? ...","","","","","","",""
"https://x.com/Yunus_Degirmenc","https://pbs.twimg.com/profile_images/1787840495156092928/pE9qRkbo_normal.jpg","Yunus Değirmenci","@Yunus_Degirmenc","·","https://x.com/Yunus_Degirmenc/status/2052822522346049672","34m","Translated from Turkish","Show original","HAKİŞ KONFEDERASYONU","5","https://x.com/Yunus_Degirmenc/status/2052822522346049672/analytics","346","","","We attended the wedding ceremony of our dear brother Berat and Zeynep Melike, the precious daughter of Türk Telekom CEO Mr. Ebubekir Şahin, representing HAK-İŞ Confederation President Mr. Mahmut Arslan, and shared in the joy of the Şahin and Kuçat families on this meaningful day.","","","","","","","",""
"https://x.com/avaliozkaya","https://pbs.twimg.com/profile_images/1998450160834146307/Dieu6Q7I_normal.jpg","Ali ÖZKAYA","@avaliozkaya","·","https://x.com/avaliozkaya/status/2052826575981150450","18m","Translated from Turkish","Show original","","1","https://x.com/avaliozkaya/status/2052826575981150450/analytics","163","","","We attended the wedding ceremony of Berat Bey and the esteemed daughter of Türk Telekom General Manager Ebubekir Şahin, Zeynep Melike, and shared in their joy.

May our Lord grant the young couple happiness in both worlds, a life filled with peace and love. We sincerely","","","","","","","",""
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2051257358790410553","May 4","sinyal","Telkomsel","lemah, Kami mohon maaf Kak Dea","","https://x.com/Telkomsel/status/2051257358790410553/analytics","57","","","Untuk kendala",". Tolong infokan No. HP, lokasi (Kel., Kec., Kab./Kota), tgl dan waktu kejadian & No.","lain berkendala sama via DM, agar Kami bantu & privasi data terjaga. Thanks","","Replying to","https://x.com/ydlenm","@ydlenm","https://abs.twimg.com/emoji/v2/svg/1f614.svg","[object Object]"
"https://x.com/Telkomsel","https://pbs.twimg.com/profile_images/1405865624232882176/uA2xXUFP_normal.jpg","Telkomsel","@Telkomsel","·","https://x.com/Telkomsel/status/2050467282858688963","May 2","sinyal","Telkomsel","dan rekomendasiin penawaran paket yang terjangkau. Silakan infoin ke DM Nomor","","https://x.com/Telkomsel/status/2050467282858688963/analytics","64","","","Mohon maaf Kak Revy. Jangan khawatir, Qiya pasti bantu kendala",", Lokasi lengkap, dan nomor lain dengan kendala sama jika ada","-Qiya","","Replying to","https://x.com/RevyHA","@RevyHA","https://abs.twimg.com/emoji/v2/svg/1f64f.svg","[object Object]"
"https://x.com/Traja_10H","https://pbs.twimg.com/profile_images/2006694209827553280/hCXM5TI5_normal.jpg","10H| Tanjung Priok - Bundaran Senayan","@Traja_10H","·","https://x.com/Traja_10H/status/2050970304617517496","May 3","sinyal","","nya bapuk bat anjg
pliss","1","https://x.com/Traja_10H/status/2050970304617517496/analytics","324","@Telkomsel","https://x.com/Telkomsel","sumpah","jangan bapuk bangettt","","","","","","https://abs.twimg.com/emoji/v2/svg/1f644.svg",""
"https://x.com/tina_eguchi","https://pbs.twimg.com/profile_images/2045566999548551168/hkaj1mH8_normal.jpg","To accompany him","@tina_eguchi","·","https://x.com/tina_eguchi/status/2051666100027629952","May 5","sinyal","telkomsel","","","https://x.com/tina_eguchi/status/2051666100027629952/analytics","167","","","Malu banget pas mau bayar pake qris ga bisa2, ternyata","yg gak ada. Shit lah","","","","","","https://abs.twimg.com/emoji/v2/svg/1f92c.svg",""
"https://x.com/ahayyfs","https://pbs.twimg.com/profile_images/1957914428806164480/e36YTO3f_normal.jpg","sindi","@ahayyfs","·","https://x.com/ahayyfs/status/2050728255368679543","May 3","sinyal","telkomsel","","","https://x.com/ahayyfs/status/2050728255368679543/analytics","54","","","Gila","parah banget ini, mana udah beli mahal-mahal","","","","","","",""
"https://x.com/tribunmedan","https://pbs.twimg.com/profile_images/1126074856057888774/MS5WNlYd_normal.png","Tribun Medan","@tribunmedan","·","https://x.com/tribunmedan/status/2052824489948483999","26m","Istri Sopir ALS yang Tewas Kecelakaan di Sumsel Ungkap Gelagat Tak Biasa Suami sebelum Berangkat -...","","","","https://x.com/tribunmedan/status/2052824489948483999/analytics","8","","","Istri Sopir ALS yang T3was Kecelakaan di Sumsel Ungkap Gelagat Tak Biasa Suami sebelum Berangkat","","","","From medan.tribunnews.com","","","",""
